Archivo,Etiqueta_REAL,Prediccion_ESP32,Detalle_Completo
im0139.jpg,Desecho_115,Desecho_115: 0.3633 | Desecho_140: 0.6367 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3633
Desecho_140: 0.6367
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0141.jpg,Desecho_115,Desecho_115: 0.3945 | Desecho_140: 0.6055 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3945
Desecho_140: 0.6055
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0143.jpg,Desecho_115,Desecho_115: 0.3281 | Desecho_140: 0.6680 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3281
Desecho_140: 0.6680
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0145.jpg,Desecho_115,Desecho_115: 0.7305 | Desecho_140: 0.2695 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.7305
Desecho_140: 0.2695
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0147.jpg,Desecho_115,Desecho_115: 0.8945 | Desecho_140: 0.1055 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8945
Desecho_140: 0.1055
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0149.jpg,Desecho_115,Desecho_115: 0.6992 | Desecho_140: 0.3008 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6992
Desecho_140: 0.3008
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im015.jpg,Desecho_115,Desecho_115: 0.6367 | Desecho_140: 0.3594 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6367
Desecho_140: 0.3594
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0151.jpg,Desecho_115,Desecho_115: 0.7305 | Desecho_140: 0.2695 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.7305
Desecho_140: 0.2695
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0153.jpg,Desecho_115,Desecho_115: 0.4648 | Desecho_140: 0.5352 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.4648
Desecho_140: 0.5352
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0155.jpg,Desecho_115,Desecho_115: 0.4297 | Desecho_140: 0.5703 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.4297
Desecho_140: 0.5703
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0157.jpg,Desecho_115,Desecho_115: 0.4648 | Desecho_140: 0.5352 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.4648
Desecho_140: 0.5352
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0159.jpg,Desecho_115,Desecho_115: 0.6055 | Desecho_140: 0.3945 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6055
Desecho_140: 0.3945
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0161.jpg,Desecho_115,Desecho_115: 0.3281 | Desecho_140: 0.6719 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3281
Desecho_140: 0.6719
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0163.jpg,Desecho_115,Desecho_115: 0.7812 | Desecho_140: 0.2187 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.7812
Desecho_140: 0.2187
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0165.jpg,Desecho_115,Desecho_115: 0.3945 | Desecho_140: 0.6055 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3945
Desecho_140: 0.6055
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0167.jpg,Desecho_115,Desecho_115: 0.8281 | Desecho_140: 0.1719 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8281
Desecho_140: 0.1719
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0169.jpg,Desecho_115,Desecho_115: 0.8281 | Desecho_140: 0.1719 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8281
Desecho_140: 0.1719
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im017.jpg,Desecho_115,Desecho_115: 0.3945 | Desecho_140: 0.6055 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3945
Desecho_140: 0.6055
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0171.jpg,Desecho_115,Desecho_115: 0.7305 | Desecho_140: 0.2695 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.7305
Desecho_140: 0.2695
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0173.jpg,Desecho_115,Desecho_115: 0.6367 | Desecho_140: 0.3594 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6367
Desecho_140: 0.3594
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0175.jpg,Desecho_115,Desecho_115: 0.6055 | Desecho_140: 0.3945 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6055
Desecho_140: 0.3945
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0177.jpg,Desecho_115,Desecho_115: 0.8281 | Desecho_140: 0.1719 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8281
Desecho_140: 0.1719
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0179.jpg,Desecho_115,Desecho_115: 0.8789 | Desecho_140: 0.1211 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8789
Desecho_140: 0.1211
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0181.jpg,Desecho_115,Desecho_115: 0.7305 | Desecho_140: 0.2695 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.7305
Desecho_140: 0.2695
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0183.jpg,Desecho_115,Desecho_115: 0.3945 | Desecho_140: 0.6055 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3945
Desecho_140: 0.6055
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0185.jpg,Desecho_115,Desecho_115: 0.4297 | Desecho_140: 0.5703 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.4297
Desecho_140: 0.5703
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0187.jpg,Desecho_115,Desecho_115: 0.6055 | Desecho_140: 0.3945 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6055
Desecho_140: 0.3945
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0189.jpg,Desecho_115,Desecho_115: 0.6680 | Desecho_140: 0.3281 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6680
Desecho_140: 0.3281
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im019.jpg,Desecho_115,Desecho_115: 0.5703 | Desecho_140: 0.4297 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.5703
Desecho_140: 0.4297
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0191.jpg,Desecho_115,Desecho_115: 0.5352 | Desecho_140: 0.4648 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.5352
Desecho_140: 0.4648
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0193.jpg,Desecho_115,Desecho_115: 0.2187 | Desecho_140: 0.7812 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.2187
Desecho_140: 0.7812
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0195.jpg,Desecho_115,Desecho_115: 0.3281 | Desecho_140: 0.6680 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3281
Desecho_140: 0.6680
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0197.jpg,Desecho_115,Desecho_115: 0.6055 | Desecho_140: 0.3945 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6055
Desecho_140: 0.3945
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0199.jpg,Desecho_115,Desecho_115: 0.4648 | Desecho_140: 0.5352 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.4648
Desecho_140: 0.5352
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0201.jpg,Desecho_115,Desecho_115: 0.5703 | Desecho_140: 0.4297 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.5703
Desecho_140: 0.4297
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0203.jpg,Desecho_115,Desecho_115: 0.6367 | Desecho_140: 0.3633 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6367
Desecho_140: 0.3633
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0205.jpg,Desecho_115,Desecho_115: 0.2187 | Desecho_140: 0.7812 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.2187
Desecho_140: 0.7812
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0207.jpg,Desecho_115,Desecho_115: 0.1719 | Desecho_140: 0.8281 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.1719
Desecho_140: 0.8281
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0209.jpg,Desecho_115,Desecho_115: 0.2422 | Desecho_140: 0.7578 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.2422
Desecho_140: 0.7578
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im021.jpg,Desecho_115,Desecho_115: 0.5703 | Desecho_140: 0.4297 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.5703
Desecho_140: 0.4297
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0211.jpg,Desecho_115,Desecho_115: 0.2187 | Desecho_140: 0.7812 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.2187
Desecho_140: 0.7812
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0213.jpg,Desecho_115,Desecho_115: 0.8047 | Desecho_140: 0.1953 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8047
Desecho_140: 0.1953
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0215.jpg,Desecho_115,Desecho_115: 0.6992 | Desecho_140: 0.3008 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6992
Desecho_140: 0.3008
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0217.jpg,Desecho_115,Desecho_115: 0.5703 | Desecho_140: 0.4297 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.5703
Desecho_140: 0.4297
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0219.jpg,Desecho_115,Desecho_115: 0.6055 | Desecho_140: 0.3945 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6055
Desecho_140: 0.3945
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0221.jpg,Desecho_115,Desecho_115: 0.5000 | Desecho_140: 0.5000 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.5000
Desecho_140: 0.5000
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0223.jpg,Desecho_115,Desecho_115: 0.4648 | Desecho_140: 0.5352 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.4648
Desecho_140: 0.5352
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0225.jpg,Desecho_115,Desecho_115: 0.8945 | Desecho_140: 0.1055 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8945
Desecho_140: 0.1055
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0227.jpg,Desecho_115,Desecho_115: 0.5352 | Desecho_140: 0.4648 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.5352
Desecho_140: 0.4648
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0229.jpg,Desecho_115,Desecho_115: 0.3633 | Desecho_140: 0.6367 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3633
Desecho_140: 0.6367
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im023.jpg,Desecho_115,Desecho_115: 0.6992 | Desecho_140: 0.3008 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6992
Desecho_140: 0.3008
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0231.jpg,Desecho_115,Desecho_115: 0.8477 | Desecho_140: 0.1523 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.8477
Desecho_140: 0.1523
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0233.jpg,Desecho_115,Desecho_115: 0.6719 | Desecho_140: 0.3281 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.6719
Desecho_140: 0.3281
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
im0235.jpg,Desecho_115,Desecho_115: 0.3008 | Desecho_140: 0.6992 | Desecho_165: 0.0000 | Desecho_200: 0.0000 | Desecho_75: 0.0000 | Desecho_95: 0.0000 | ,"Desecho_115: 0.3008
Desecho_140: 0.6992
Desecho_165: 0.0000
Desecho_200: 0.0000
Desecho_75: 0.0000
Desecho_95: 0.0000
"
